No,Nama,Rating,Comments,Links
55,ACOME Super Bass Speaker Bluetooth A1 A5 A10 A15 A16 A17 A20 5.2 10W High Power 3 Playback Modes,2,"Maaf saya kasih bintang 2, karena barang sangat tidak recommended. Satu hari dipakai esoknya langsung tidak berfungsi. Saya sudah klik pesanan diterima karena saya pikir bagus tapi ternyata tidak. Kapok saya beli disini. Mau klaim garansi harus bayar ongkir sedangkan saya jauh, hampir separuh harga barang. Untuk pengiriman juga sangaaat lama jadi NO",https://shopee.co.id/ACOME-Super-Bass-Speaker-Bluetooth-A1-A5-A10-A15-A16-A17-A20-5.2-10W-High-Power-3-Playback-Modes-Garansi-Resmi-1-Tahun-i.161425378.5862399082?sp_atk=44c60474-18be-4fdc-b460-df022f0fd83c&xptdk=44c60474-18be-4fdc-b460-df022f0fd83c
56,ACOME Super Bass Speaker Bluetooth A1 A5 A10 A15 A16 A17 A20 5.2 10W High Power 3 Playback Modes,2,Kualitas bagus tapi pengiriman dari kurir Kurang memuaskan karna pengiriman lama banget sampe 1 miggu,https://shopee.co.id/ACOME-Super-Bass-Speaker-Bluetooth-A1-A5-A10-A15-A16-A17-A20-5.2-10W-High-Power-3-Playback-Modes-Garansi-Resmi-1-Tahun-i.161425378.5862399082?sp_atk=44c60474-18be-4fdc-b460-df022f0fd83c&xptdk=44c60474-18be-4fdc-b460-df022f0fd83c
57,ACOME Super Bass Speaker Bluetooth A1 A5 A10 A15 A16 A17 A20 5.2 10W High Power 3 Playback Modes,2,"Suara kecil, bahkan suara laptop yg saya gunakan lebih besar dari pada menggunakan speaker ini. Kecewa",https://shopee.co.id/ACOME-Super-Bass-Speaker-Bluetooth-A1-A5-A10-A15-A16-A17-A20-5.2-10W-High-Power-3-Playback-Modes-Garansi-Resmi-1-Tahun-i.161425378.5862399082?sp_atk=44c60474-18be-4fdc-b460-df022f0fd83c&xptdk=44c60474-18be-4fdc-b460-df022f0fd83c
58,ACOME Super Bass Speaker Bluetooth A1 A5 A10 A15 A16 A17 A20 5.2 10W High Power 3 Playback Modes,2,"Barang dtg, video unboxing cm sampe paket dibuka aja. Pas cek sound gak kevideo dan trnyata gak keluar suara. Suaranya putus2, kadang nyambung kadang enggak. Mbrebet juga.",https://shopee.co.id/ACOME-Super-Bass-Speaker-Bluetooth-A1-A5-A10-A15-A16-A17-A20-5.2-10W-High-Power-3-Playback-Modes-Garansi-Resmi-1-Tahun-i.161425378.5862399082?sp_atk=44c60474-18be-4fdc-b460-df022f0fd83c&xptdk=44c60474-18be-4fdc-b460-df022f0fd83c
59,ACOME Super Bass Speaker Bluetooth A1 A5 A10 A15 A16 A17 A20 5.2 10W High Power 3 Playback Modes,2,Sama sama Jakarta Utara tp sampai 6 hari baru sampai .keburu balik kampung .nggak tau kwalitasnya .,https://shopee.co.id/ACOME-Super-Bass-Speaker-Bluetooth-A1-A5-A10-A15-A16-A17-A20-5.2-10W-High-Power-3-Playback-Modes-Garansi-Resmi-1-Tahun-i.161425378.5862399082?sp_atk=44c60474-18be-4fdc-b460-df022f0fd83c&xptdk=44c60474-18be-4fdc-b460-df022f0fd83c
60,ACOME Super Bass Speaker Bluetooth A1 A5 A10 A15 A16 A17 A20 5.2 10W High Power 3 Playback Modes,2,Kualitas speaker bgus hnya saja pngiriman sangat lama,https://shopee.co.id/ACOME-Super-Bass-Speaker-Bluetooth-A1-A5-A10-A15-A16-A17-A20-5.2-10W-High-Power-3-Playback-Modes-Garansi-Resmi-1-Tahun-i.161425378.5862399082?sp_atk=44c60474-18be-4fdc-b460-df022f0fd83c&xptdk=44c60474-18be-4fdc-b460-df022f0fd83c
61,Logitech Z121 2.0 Stereo Speaker USB Compact,3,Bass nya kurang nendang di range harga 185k. Sedikit worth it karna suara nya jernih tidak pecah.,https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
62,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Pengemasannya kelamaan sampe 2 hari jadi pengirimannya tambah lama, semoga ditingkatkan lagi kerjanya biar lebih gesit 🙏",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
63,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Udh nyampe, penanganan 15k tapi pekingnya G sesuai. But makasi yaaa",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
64,Logitech Z121 2.0 Stereo Speaker USB Compact,3,Tampilannya oke...Tapi Suaranya biasa aja sihh...Ga terlalu nyaring dipake saat di kelas...,https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
65,Logitech Z121 2.0 Stereo Speaker USB Compact,3,Barangnya original sayangnya kardus penyok dan speaker kurang keras,https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
66,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Paket nya udah sampe rumah dengan selamat, suara nya bagus, pengiriman cepat kurang nya bos nya penyok mungkin karena pengiriman sama solatip box udah terbuka gak dalam kondisi segel lagi. Udah itu aja sorry kalo bintang 3 soalnya menurut saya segel box penting.",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
67,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Mayan lah barang nya, semoga awett",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
68,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Product seems ok but is Not original Logitech, disappointing. Packaging was good, haven’t tried yet",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
69,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"minta pakai dus untuk packing, padahal udh di chat dan udh tulis di notes, masih aja ga dibungkus dus, akhirnya bonyok deh tuh dus bawaan, padahal buat jual lagi....",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
70,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Beli yg agak mahal drpd merk sebelah eh malah trnyata sama aja sih, suaranya lumayn bagus ga pecah. Tapi tampilannya masa kuning dong kabelnya dan buat urus returannya dipersulit. Makasih bgt :)",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
71,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Maaf ya kak, bukan maksudku jatuhin. Tapi packingnya jelek banget sumpah. Cuma buble wrap + plastik gak dikardusin kayak official store lainnya. Dan segel di dusnya udah bukaan. Aku bahkan gak yakin ini baru apa gak, tolong kalo emang mau dimurahin barangnya tetep berkualitas 😑 makasih",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
72,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Packagingnya oke sayangnya salah satu speaker suaranya kecil BANGET, yg 1 lagi bisa berfungsi dgn baik. Semoga lain kali di cek volumenya sebelum dikirim ke pembeli.",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
73,Logitech Z121 2.0 Stereo Speaker USB Compact,3,Datangnya lama nunggu sampai 5 hari. Pdahal pesennya hari minggu barang baru dikirim selasa. Itu pun stelah saya chat lngsung esoknya baru dkirim dgn alasan tmpat pngiriman mngalami kendala. Hati2 ya yg mw beli.,https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
74,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"Kualitas bagus berfungsi dengan baik, harga standard, hanya saja pengiriman sangat lama dan pengemasan kurang. Tidak dilapisi buble wrape. ",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
75,Logitech Z121 2.0 Stereo Speaker USB Compact,3,"kapok belanja disini. ini toko Mall Shopee terburuk yg pernah sy beli. barang dikirim di hari terakhir tenggat waktu shopee. butuh 3 hari kerja untuk kirim barang. buat kalian yg baca review ini, cari toko lain aja.",https://shopee.co.id/Logitech-Z121-2.0-Stereo-Speaker-USB-Compact-i.37146675.1258661141?sp_atk=f71f2217-a1ff-436f-828d-5201d10cdd6a&xptdk=f71f2217-a1ff-436f-828d-5201d10cdd6a
76,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Barang sdh di Terima, thank seller dan Shopee. Blm di coba semoga mantul suara yaaaa dan awet jga aamiin.",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e5
77,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Produknya beda terutam pada gambar logonya, entah ini asli apa ga? Di foto produk lenovonya vertikal, ini yg dikirim logonya horizontal",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e6
78,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Barang sampai lumayan cepet, harga worth it to buy, tp sayang bgt buat bass nya kurang dapet, bukan sesuai ekpektasi ku bgt Aku kasih bintang 3 krn itu sihh",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e7
79,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Untuk service toko ok cepat yah, cuma untuk speaker suaranya kecil, hampir sama ky suara speaker handphone. Dan ga ada tombol volume nya. Jd cm bisa di atur dr handphone ya.",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e8
80,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,Suaranya sih bagus cuma kurang nya kurang besar volumenya padahal udh mentok. Cuma bagusnya adalah pengiriman nya cepet bgt cuma sehari,https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e9
81,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Dapat yg beginian, aduuuh. Jadi gak estetik di pajang di meja. Padahal saya pakai laptop lenovo juga, biar ada logo nya juga gitu. Untuk kualitas suara cukup untuk sekelas harganya.",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e10
82,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"baru unboxing, bagian bawah retak padahal box masih segelan. gatau kenapa. mungkin pas lagi ga hoki aja. bubble wrap juga tipis bgt bungkus biasa. mungkin seharusnya kalo barang elektronik bubble wrap bisa dilapis lebih banyak. yah untungnya dapet harga flash sale. jadi yaudah lah. suara sih oke, udah dicoba dicas juga bisa. bass agak kurang tapi okelah.",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e11
83,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Sesuai dengan harga, made in China. bisa dinilai sendiri kualitasnya",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e12
84,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,Pengiriman Telat 1 hari dari estimasinya. Tidak ada proteksi sama sekali. Cuma bungkus plastik saja. Hasilnya kotak kemasan penyok semua. Padahal ini barang elektronik. Syukur dalamnya tidak ada yang cacat. Dan sudah di test. Sementara masih berfungsi sebagaimana mestinya.,https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e13
85,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,Suaranya kecil.,https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e14
86,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,ada pecah di salah satu bagian. lain kali hati2,https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e15
87,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Kapasitas daya tidak tahan lama, hanya berlangsung 30 menit, jarak bluetooth hanya sekitar 5 m. Pair agak lama.",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e16
88,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Saya kira produknya wow, eh ternyata biasa aja ya, bass nya ngak dapat, traubel nya lebih kencang. Makasih lah.",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e17
89,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,"Suara nya bagus, tapi plis lah udah 2022 buat charger nya kok masih 500mA itu charger jaman kapan? Jaman nokia digdaya? Susah banget nyari nya astaga, yang realistis dong",https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e18
90,Thinkplus Lenovo K3 Portable Speaker Stereo Mini HiFi Wireless Speaker,3,Baik banget euyy keren ahhh Barangnya lumayan bagus sih barangnya mantap semoga aja pengirimannya lancar tapi termasuk pengiriman juga lumayan cepat sih itu baik banget semoga aja lancar jaya yah,https://shopee.co.id/Thinkplus-Lenovo-K3-Portable-Speaker-Stereo-Mini-HiFi-Wireless-Speaker-i.497337616.10270058665?sp_atk=7259cee7-1d51-476a-89b2-30846836c6e5&xptdk=7259cee7-1d51-476a-89b2-30846836c6e19
91,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-110,3,"Agak kecewa sih, tidak sesuai expetasi order nya yang olike obs 110 yg datang oase obs 100 Padahal sudah saya tulis di catatan atau pun chat Volume full spiker cempreng alias gember",https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
92,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-111,3,Beli pas 9.9 kardus luarnya Olike tapi pas dibuka kardus dalem sama isinya merk nya OARSE.. gimana sih ini. Ga sesuai gini,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
93,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-112,3,Foto postingan nya dengan yg aslinya berbeda ah sueeeeee suaranya kyk speaker hp ☹️,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
94,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-113,3,"Bass ny tidak kuar sama sekali jd pengiklanan yg tertulis Ultra Bass termasuk pembohongan publik. Utk yg bli flash aale jgn tergiur dg harga 400k skian yg di coret jd 100k. Scara kualitas build n suara memang sepadan dg speaker2 kls 100k kbawah. Pengiriman sgt cepat, packing rapih.",https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
95,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-114,3,Pesanan spiker Olike yang dikirim Oase,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
96,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-115,3,"Kemasan Rapih, aman, Barang mulus, ori....Hanya sedikit kecewa, harusnya model : OBS.110 kenapa yang datang model : OBS 100",https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
97,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-116,3,Pesan O LIKE datang ORSE. Mungkin karna promo jadi 100rb kurang,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
98,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-117,3,"sayang bassnya gak nendang, condong cempreng",https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
99,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-118,3,Ku kira o like speaker.. yg dateng malah oase.. beda banget.. tp yaudah lah,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
100,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-119,3,gambarnya kebalik...ga sama seperti yang di ilustrasi untuk suara lumayanlah,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
101,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-120,3,Suaranya kurang memuaskan tidak sesuai dengan deskripsi yang menyebutkan suara HD,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
102,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-121,3,katanya olike low latency play time 8jam taunya yang dateng daze playtime 5jam ga ssma yang dideskripsi sama gambarnya ga sama bukan olike,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
103,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-122,3,Suranya ngambang antara bass dan trebell.tidak bulat..,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
104,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-123,3,Aga aneh sih gua pesen merk olike yg dateng oase . Gatau 2 merk itu sepabrik apa gimana. Tp karna hasilnya suaranya basic dan sama aja jadi yaudahlah terima aja .,https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
105,OLIKE SPEAKER BLUETOOTH WIRELESS PORTABLE LOW LATENCY OBS-124,3,"Lumayanlah, sesuai harga... Suara dan Basnya Standart aja... cuma merek speakernya beda yaaa, yg saya trima Oase, tp yg di Toko mereknya Olike...",https://shopee.co.id/OLIKE-SPEAKER-BLUETOOTH-WIRELESS-PORTABLE-LOW-LATENCY-OBS-110-i.59414059.12036133470?sp_atk=02637eb9-f7e3-465a-9e5e-de3ed015619c&xptdk=02637eb9-f7e3-465a-9e5e-de3ed015619c
106,Multimedia Speaker Advance CLS-101 Super Bass 2.0 Channel speaker,3,Harga sesua kualitas ,https://shopee.co.id/Multimedia-Speaker-Advance-CLS-101-Super-Bass-2.0-Channel-speaker-i.131417530.13438174918?sp_atk=37d93b5d-da2d-4938-98dc-81404d25e7fc&xptdk=37d93b5d-da2d-4938-98dc-81404d25e7fc
107,Multimedia Speaker Advance CLS-101 Super Bass 2.0 Channel speaker,3,"Ini kenapa klo full suara nya ilang seperti itu, mohon di balas dengan cepat ya kak.. ini baru sampai langsung saya coba, hasil nya ga memuaskan seperti di video",https://shopee.co.id/Multimedia-Speaker-Advance-CLS-101-Super-Bass-2.0-Channel-speaker-i.131417530.13438174918?sp_atk=37d93b5d-da2d-4938-98dc-81404d25e7fc&xptdk=37d93b5d-da2d-4938-98dc-81404d25e7fc
108,Multimedia Speaker Advance CLS-101 Super Bass 2.0 Channel speaker,3,Suaranya pecah tapi oke lah ga ppa,https://shopee.co.id/Multimedia-Speaker-Advance-CLS-101-Super-Bass-2.0-Channel-speaker-i.131417530.13438174918?sp_atk=37d93b5d-da2d-4938-98dc-81404d25e7fc&xptdk=37d93b5d-da2d-4938-98dc-81404d25e7fc
109,Multimedia Speaker Advance CLS-101 Super Bass 2.0 Channel speaker,3,"Suaranya kurang,terkenal di nama aja",https://shopee.co.id/Multimedia-Speaker-Advance-CLS-101-Super-Bass-2.0-Channel-speaker-i.131417530.13438174918?sp_atk=37d93b5d-da2d-4938-98dc-81404d25e7fc&xptdk=37d93b5d-da2d-4938-98dc-81404d25e7fc
110,Multimedia Speaker Advance CLS-101 Super Bass 2.0 Channel speaker,3,Belum d coba masih Bru buka tapi kecil sekali musiknya .tapi nanti kita coba dulu lah biar tau iy iy iy iya,https://shopee.co.id/Multimedia-Speaker-Advance-CLS-101-Super-Bass-2.0-Channel-speaker-i.131417530.13438174918?sp_atk=37d93b5d-da2d-4938-98dc-81404d25e7fc&xptdk=37d93b5d-da2d-4938-98dc-81404d25e7fc
111,Multimedia Speaker Advance CLS-101 Super Bass 2.0 Channel speaker,3,harga sesua barang,https://shopee.co.id/Multimedia-Speaker-Advance-CLS-101-Super-Bass-2.0-Channel-speaker-i.131417530.13438174918?sp_atk=37d93b5d-da2d-4938-98dc-81404d25e7fc&xptdk=37d93b5d-da2d-4938-98dc-81404d25e7fc
112,Multimedia Speaker Advance CLS-101 Super Bass 2.0 Channel speaker,3,barang bagus sesuai dengan harga,https://shopee.co.id/Multimedia-Speaker-Advance-CLS-101-Super-Bass-2.0-Channel-speaker-i.131417530.13438174918?sp_atk=37d93b5d-da2d-4938-98dc-81404d25e7fc&xptdk=37d93b5d-da2d-4938-98dc-81404d25e7fc
